"DATE","QTY_B1_1","QTY_B1_2","QTY_B1_3","QTY_B1_4","QTY_B1_5","QTY_B1_6","QTY_B1_7","QTY_B1_8","QTY_B1_9","QTY_B1_10","QTY_B1_11","QTY_B1_12","QTY_B1_13","QTY_B1_14","QTY_B1_15","QTY_B1_16","QTY_B1_17","QTY_B1_18","QTY_B1_19","QTY_B1_20","QTY_B1_21","QTY_B1_22","QTY_B1_23","QTY_B1_24","QTY_B1_25","QTY_B1_26","QTY_B1_27","QTY_B1_28","QTY_B1_29","QTY_B1_30","QTY_B1_31","QTY_B1_32","QTY_B1_33","QTY_B1_34","QTY_B1_35","QTY_B1_36","QTY_B1_37","QTY_B1_38","QTY_B1_39","QTY_B1_40","QTY_B1_41","QTY_B1_42","QTY_B2_1","QTY_B2_2","QTY_B2_3","QTY_B2_4","QTY_B2_5","QTY_B2_6","QTY_B2_7","QTY_B2_8","QTY_B2_9","QTY_B2_10","QTY_B2_11","QTY_B2_12","QTY_B2_13","QTY_B2_14","QTY_B2_15","QTY_B2_16","QTY_B2_17","QTY_B2_18","QTY_B2_19","QTY_B2_20","QTY_B2_21","QTY_B2_22","QTY_B2_23","QTY_B2_24","QTY_B2_25","QTY_B2_26","QTY_B2_27","QTY_B2_28","QTY_B2_29","QTY_B2_30","QTY_B2_31","QTY_B2_32","QTY_B2_33","QTY_B2_34","QTY_B2_35","QTY_B2_36","QTY_B2_37","QTY_B2_38","QTY_B2_39","QTY_B2_40","QTY_B2_41","QTY_B2_42","QTY_B2_43","QTY_B2_44","QTY_B2_45","QTY_B3_1","QTY_B3_2","QTY_B3_3","QTY_B3_4","QTY_B3_5","QTY_B3_6","QTY_B3_7","QTY_B3_8","QTY_B3_9","QTY_B3_10","QTY_B3_11","QTY_B3_12","QTY_B3_13","QTY_B3_14","QTY_B3_15","QTY_B3_16","QTY_B3_17","QTY_B3_18","QTY_B3_19","QTY_B3_20","QTY_B3_21","QTY_B4_1","QTY_B4_2","QTY_B4_3","QTY_B4_4","QTY_B4_5","QTY_B4_6","QTY_B4_7","QTY_B4_8","QTY_B4_9","QTY_B4_10","PROMO_B1_1","PROMO_B1_2","PROMO_B1_3","PROMO_B1_4","PROMO_B1_5","PROMO_B1_6","PROMO_B1_7","PROMO_B1_8","PROMO_B1_9","PROMO_B1_10","PROMO_B1_11","PROMO_B1_12","PROMO_B1_13","PROMO_B1_14","PROMO_B1_15","PROMO_B1_16","PROMO_B1_17","PROMO_B1_18","PROMO_B1_19","PROMO_B1_20","PROMO_B1_21","PROMO_B1_22","PROMO_B1_23","PROMO_B1_24","PROMO_B1_25","PROMO_B1_26","PROMO_B1_27","PROMO_B1_28","PROMO_B1_29","PROMO_B1_30","PROMO_B1_31","PROMO_B1_32","PROMO_B1_33","PROMO_B1_34","PROMO_B1_35","PROMO_B1_36","PROMO_B1_37","PROMO_B1_38","PROMO_B1_39","PROMO_B1_40","PROMO_B1_41","PROMO_B1_42","PROMO_B2_1","PROMO_B2_2","PROMO_B2_3","PROMO_B2_4","PROMO_B2_5","PROMO_B2_6","PROMO_B2_7","PROMO_B2_8","PROMO_B2_9","PROMO_B2_10","PROMO_B2_11","PROMO_B2_12","PROMO_B2_13","PROMO_B2_14","PROMO_B2_15","PROMO_B2_16","PROMO_B2_17","PROMO_B2_18","PROMO_B2_19","PROMO_B2_20","PROMO_B2_21","PROMO_B2_22","PROMO_B2_23","PROMO_B2_24","PROMO_B2_25","PROMO_B2_26","PROMO_B2_27","PROMO_B2_28","PROMO_B2_29","PROMO_B2_30","PROMO_B2_31","PROMO_B2_32","PROMO_B2_33","PROMO_B2_34","PROMO_B2_35","PROMO_B2_36","PROMO_B2_37","PROMO_B2_38","PROMO_B2_39","PROMO_B2_40","PROMO_B2_41","PROMO_B2_42","PROMO_B2_43","PROMO_B2_44","PROMO_B2_45","PROMO_B3_1","PROMO_B3_2","PROMO_B3_3","PROMO_B3_4","PROMO_B3_5","PROMO_B3_6","PROMO_B3_7","PROMO_B3_8","PROMO_B3_9","PROMO_B3_10","PROMO_B3_11","PROMO_B3_12","PROMO_B3_13","PROMO_B3_14","PROMO_B3_15","PROMO_B3_16","PROMO_B3_17","PROMO_B3_18","PROMO_B3_19","PROMO_B3_20","PROMO_B3_21","PROMO_B4_1","PROMO_B4_2","PROMO_B4_3","PROMO_B4_4","PROMO_B4_5","PROMO_B4_6","PROMO_B4_7","PROMO_B4_8","PROMO_B4_9","PROMO_B4_10"
2016-11-13,16,2,2,1,1,0,2,3,2,7,0,10,1,1,4,1,1,25,7,5,1,0,1,0,3,3,0,4,3,3,1,3,1,1,1,2,6,1,7,3,1,0,0,0,0,6,1,2,4,6,4,1,0,1,0,1,8,1,3,7,0,0,4,1,3,0,2,2,3,8,2,7,1,3,1,4,5,2,12,1,4,4,1,7,0,3,0,1,0,2,0,1,0,0,1,0,0,0,3,0,3,2,0,2,0,4,1,1,0,2,3,4,1,2,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-14,22,1,4,1,15,6,9,3,0,13,0,14,1,1,0,1,0,27,4,3,0,9,5,0,3,3,2,2,4,0,0,9,2,2,8,1,5,0,3,2,11,1,0,0,5,13,0,2,1,4,1,1,0,2,0,1,4,0,1,0,0,1,6,1,0,0,2,2,2,13,7,1,0,6,8,3,0,5,7,3,3,1,0,0,0,2,0,1,0,1,1,0,0,0,0,0,1,0,0,2,0,4,2,4,1,1,0,5,0,3,1,1,3,0,2,0,3,4,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-15,15,1,3,0,8,0,3,4,2,12,2,5,2,1,1,3,0,11,4,8,0,1,0,0,18,1,1,2,5,4,4,2,0,1,5,0,3,0,2,1,5,0,0,0,2,13,2,0,6,1,5,3,0,1,0,1,8,1,0,4,0,1,11,0,1,0,2,4,5,7,3,3,2,7,3,0,5,6,13,2,3,3,3,0,1,4,0,0,1,0,1,3,2,0,2,0,0,1,1,0,0,0,1,0,0,1,0,0,3,1,0,1,0,0,0,4,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-16,2,2,3,3,0,0,1,2,1,4,2,9,2,4,0,1,0,5,1,13,1,4,2,1,2,2,1,5,3,0,1,0,2,1,4,3,3,1,4,0,2,0,0,1,9,8,5,3,7,1,2,4,0,2,2,2,10,0,2,8,0,0,4,4,5,1,6,3,0,12,4,0,1,1,3,0,4,3,9,3,1,2,5,10,3,0,0,0,1,1,0,0,1,0,2,0,1,0,2,1,2,3,3,3,0,0,0,0,2,2,1,0,2,0,1,5,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-17,6,1,2,3,5,0,4,3,3,0,6,12,1,1,3,1,2,3,3,8,5,5,5,4,3,1,0,2,2,1,4,8,1,0,5,3,3,0,2,1,5,2,1,1,8,11,1,2,5,1,5,6,3,1,6,2,10,1,1,9,0,0,6,0,3,0,4,4,0,6,5,5,2,1,14,3,8,2,7,7,2,1,0,2,9,8,1,0,1,2,2,1,1,0,1,3,0,0,0,0,0,0,6,1,1,2,0,0,12,2,3,1,2,0,2,5,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-18,5,4,5,3,0,1,3,2,6,3,2,10,1,1,2,0,0,1,6,5,0,7,3,0,16,3,2,4,7,2,4,4,2,2,6,4,7,0,5,2,10,1,1,0,4,21,1,3,6,5,1,1,0,0,5,1,17,0,2,9,0,0,5,0,3,1,3,4,7,9,5,0,2,6,7,1,4,4,15,1,4,3,4,0,0,3,0,2,3,2,1,3,1,0,2,4,2,1,4,0,2,5,3,2,3,0,0,1,2,3,5,0,1,1,3,4,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-19,10,3,7,2,1,1,32,6,11,3,6,26,9,3,2,2,1,1,17,5,2,4,4,1,49,6,2,12,10,3,6,9,0,2,20,7,9,1,7,2,19,2,2,1,9,14,1,3,7,7,8,4,1,0,4,8,20,2,4,8,0,1,12,2,6,1,3,6,2,5,2,5,4,7,9,5,3,1,13,3,14,2,4,2,9,6,1,0,4,0,4,4,4,0,4,1,2,0,7,2,2,3,7,5,0,4,1,2,9,6,1,1,7,1,9,6,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-20,1,2,5,3,0,0,9,1,0,3,0,6,0,2,0,5,0,3,16,3,0,1,1,0,23,2,3,3,4,2,0,4,3,2,9,0,10,2,2,1,4,0,0,0,3,5,0,2,3,1,3,3,0,1,3,1,10,0,1,5,0,0,1,1,5,0,1,7,1,10,2,1,0,1,0,4,5,1,5,0,2,2,1,2,1,1,0,0,1,0,0,0,0,1,3,1,0,0,0,0,0,0,5,5,0,1,0,0,6,3,5,0,2,3,5,4,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-21,3,2,5,1,2,2,8,2,2,2,1,3,2,3,1,1,0,3,29,9,0,2,1,0,20,1,0,1,2,1,1,3,1,1,2,1,1,0,1,3,5,1,0,1,4,15,1,0,7,5,5,4,0,0,4,6,4,2,1,8,0,1,8,3,1,0,1,2,1,6,2,1,2,2,8,2,6,0,7,1,4,1,0,4,2,10,2,0,1,2,0,2,0,0,0,3,0,1,0,0,3,1,5,4,0,0,0,0,3,2,4,1,1,0,0,8,1,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-22,6,1,2,3,1,0,14,0,1,2,0,9,1,5,1,2,1,4,10,6,1,2,4,1,14,2,0,0,1,2,5,7,1,0,0,4,3,2,10,0,5,4,0,0,2,12,1,1,2,1,0,5,0,1,0,1,7,0,4,3,0,0,1,3,4,0,2,3,1,8,1,5,0,1,2,2,0,6,4,5,1,4,0,1,0,2,1,0,0,2,1,2,0,0,1,1,2,0,0,0,0,0,2,2,0,2,0,1,1,3,2,3,0,0,1,5,3,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-23,1,1,2,1,1,5,14,0,2,0,2,12,2,2,0,3,1,0,19,5,1,4,0,1,6,0,0,2,2,0,1,3,0,2,0,2,3,1,2,1,11,1,0,1,1,8,1,3,4,0,0,0,0,0,1,1,6,0,1,4,0,0,2,5,1,0,6,4,0,7,2,0,2,7,8,5,1,2,3,4,8,1,0,0,0,2,0,0,2,0,4,2,1,1,0,2,0,1,0,0,0,1,7,1,0,2,1,0,0,0,5,0,1,1,0,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-24,5,7,3,5,1,3,11,0,3,2,1,7,1,1,2,1,1,1,4,7,2,5,2,0,0,0,2,3,2,7,3,1,4,4,7,1,6,0,3,2,8,0,0,3,0,11,7,0,5,1,4,2,0,3,0,3,4,0,4,4,0,3,6,4,2,0,1,0,2,13,1,2,0,5,4,1,2,3,3,2,2,5,2,3,5,2,0,0,3,0,1,0,0,0,0,3,1,0,0,0,0,1,0,0,1,0,1,0,6,1,0,0,5,2,0,12,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,0,1,1,0,0,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-25,8,1,1,1,1,0,3,1,8,9,2,22,5,5,2,3,2,4,3,8,0,4,1,2,0,3,2,7,9,1,1,10,4,1,8,5,10,1,6,2,6,3,0,2,5,16,6,8,9,5,4,3,1,0,4,2,11,1,1,11,1,0,7,4,2,0,1,8,2,10,5,5,1,7,4,4,6,0,7,4,2,6,2,4,1,2,0,0,2,0,0,1,0,0,0,0,0,0,0,2,0,3,2,1,1,0,0,2,6,0,3,3,1,0,1,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-26,4,0,1,2,1,4,10,3,9,3,2,18,6,7,5,3,1,3,7,11,2,4,5,3,0,4,0,4,14,2,9,16,1,1,13,4,8,1,3,3,8,4,0,1,1,22,1,7,10,4,8,4,2,1,7,10,20,0,4,13,0,1,3,6,6,0,4,8,10,25,8,9,3,4,10,5,4,11,9,5,10,2,4,6,10,7,1,2,0,3,1,3,0,2,1,0,4,1,1,1,4,0,8,2,0,1,0,0,10,1,4,4,1,0,6,4,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-27,0,2,3,2,0,0,3,1,1,3,3,9,0,1,1,2,1,1,2,3,0,2,5,2,0,3,0,1,0,0,2,8,1,0,5,0,4,0,4,1,4,3,1,0,0,3,4,0,9,5,2,2,0,0,1,1,2,1,2,7,0,0,6,0,1,3,3,3,2,10,1,3,0,3,0,0,7,2,8,1,4,0,3,0,2,1,0,0,0,2,0,1,0,0,0,2,1,1,1,3,2,3,0,0,1,0,0,0,4,0,2,0,0,0,3,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-28,1,1,1,2,1,1,2,3,3,3,3,11,0,0,0,1,0,2,4,4,0,4,3,0,0,1,2,11,1,0,2,4,2,1,3,1,6,2,6,1,3,0,0,3,4,15,0,1,4,7,2,5,0,3,2,3,5,1,2,7,0,1,10,5,2,1,1,1,1,12,5,3,1,4,2,1,0,3,9,2,2,4,2,3,0,0,0,0,0,1,0,0,2,1,2,0,0,0,0,0,3,1,3,0,0,2,0,2,9,2,8,0,2,0,1,3,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-29,2,2,5,1,0,6,0,4,6,1,1,5,2,1,2,0,0,6,3,9,2,1,2,1,0,2,2,1,3,0,5,3,1,0,0,3,2,0,5,1,2,1,0,0,1,9,4,6,8,4,6,1,2,0,1,3,5,0,2,7,1,1,9,11,2,3,0,6,2,12,1,1,2,2,2,6,1,1,5,2,4,3,1,1,1,1,0,0,1,0,0,0,3,1,0,2,3,1,0,0,0,2,0,1,2,0,0,1,3,2,6,1,0,3,0,6,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-30,6,1,3,1,9,1,8,1,2,7,3,12,0,2,0,5,1,4,2,6,1,0,2,0,7,1,3,2,3,1,5,4,0,3,11,1,3,0,2,2,9,1,0,3,8,16,3,5,9,2,6,2,0,1,2,4,7,0,3,3,0,1,9,4,3,1,0,7,2,13,3,2,1,6,7,0,2,2,12,8,5,5,2,2,0,3,1,0,3,0,0,0,0,0,0,2,1,0,2,0,2,4,3,1,0,0,0,0,0,0,1,1,4,1,1,3,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-01,4,3,8,2,0,1,4,5,2,2,2,16,1,1,1,3,1,1,7,15,3,3,2,1,4,1,3,4,2,2,0,4,3,0,2,4,3,0,8,2,4,4,0,1,2,16,5,2,3,8,3,8,0,1,9,3,6,0,2,6,1,0,7,5,2,1,4,7,5,9,4,3,1,7,2,4,8,3,13,1,1,3,2,6,3,10,0,0,0,0,4,1,1,0,1,1,0,0,7,0,0,0,0,0,1,0,0,1,94,18,17,16,26,18,33,38,20,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
2016-12-02,5,2,4,3,3,1,2,3,2,8,3,12,1,7,3,2,2,4,3,8,3,6,3,1,4,3,3,0,2,1,6,4,1,3,4,5,4,1,3,2,3,1,0,0,8,10,5,6,11,1,2,2,0,2,0,4,17,0,9,10,0,1,7,3,4,1,3,5,4,12,4,4,4,9,5,0,6,10,7,4,4,5,3,2,1,9,0,2,0,0,2,1,2,0,2,4,4,1,2,0,3,1,6,10,3,4,1,0,5,23,22,15,14,23,3,24,8,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
2016-12-03,11,2,6,1,8,1,5,1,9,7,2,29,11,5,3,2,0,2,6,9,4,8,7,3,10,5,1,5,5,7,10,17,2,1,2,2,19,3,14,1,6,4,3,0,8,28,0,6,5,4,7,12,0,0,5,7,16,4,3,3,0,2,7,9,7,1,5,6,10,19,9,5,0,9,10,5,0,5,12,7,6,9,2,6,10,19,1,0,2,4,2,4,1,0,2,4,4,0,6,0,0,9,11,5,1,3,1,1,3,21,14,9,19,24,0,8,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1
2016-12-04,2,2,2,1,0,0,0,1,1,1,5,14,0,0,2,1,3,5,2,4,0,3,3,1,6,1,1,5,3,0,4,4,5,2,1,1,2,2,2,2,3,0,1,0,3,11,4,0,5,4,1,2,2,1,0,1,12,2,1,15,0,0,6,5,3,0,0,2,7,12,0,9,5,2,2,3,5,9,11,3,4,1,0,4,3,4,0,1,0,1,0,0,1,3,0,0,0,0,4,2,0,1,1,4,1,0,0,0,4,7,0,0,11,10,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0
2016-12-05,4,2,1,2,0,1,6,1,2,2,1,14,15,5,5,0,1,0,4,23,2,4,2,1,7,3,2,4,9,4,6,7,0,3,7,1,3,2,3,2,10,0,0,1,3,10,0,4,5,5,5,4,0,0,9,2,9,0,1,3,0,0,3,6,3,0,2,8,1,5,0,7,4,5,4,0,5,2,8,1,4,1,0,1,5,8,0,0,0,0,0,4,2,0,0,2,2,1,1,0,0,1,2,3,7,4,0,0,26,4,0,0,1,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0
2016-12-06,2,2,2,9,0,0,4,0,4,3,5,4,2,5,1,5,2,3,1,11,0,3,0,3,2,2,5,3,6,3,0,1,2,3,3,1,2,0,2,1,2,2,0,1,4,12,0,4,2,4,2,2,1,1,0,1,7,1,3,13,0,0,11,3,1,0,1,6,1,8,1,2,2,4,0,1,8,6,11,6,7,3,1,1,1,0,1,0,1,0,0,0,2,0,0,0,1,0,0,1,3,1,2,3,0,0,0,2,36,0,0,0,2,10,0,0,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1
